;id_orden;id_cliente;Producto;monto DE COMPRA;Fecha orden;Identificacionn;tipo venta;REGION
235;1236;591.0;D;76.84;28/03/2023;71623804.0;online;Norte
236;1237;1037.0;A;243.52;11/03/2022;39831109.0;presencial;Norte
237;1238;1891.0;C;406.89;30/03/2023;15430111.0;online;Norte
238;1239;1678.0;B;194.09;23/07/2020;28115322.0;venta telefónica;Este
239;1240;1078.0;D;301.45;25/08/2024;15455495.0;venta directa;Norte
240;1241;918.0;E;280.94;25/01/2022;31140980.0;venta telefónica;Este
241;1242;444.0;A;58.62;25/08/2021;87434702.0;venta telefónica;Sur
242;1243;217.0;C;76.99;10/11/2020;15126138.0;presencial;Este
243;1244;639.0;D;156.91;25/07/2022;65342761.0;online;Este
244;1245;2463.0;C;289.77;16/06/2022;42442083.0;venta directa;Este
245;1246;265.0;C;246.56;27/01/2021;84688977.0;venta directa;Norte
246;1247;2174.0;C;276.91;21/12/2021;46123491.0;online;Oeste
247;1248;165.0;B;385.27;06/11/2023;91065979.0;presencial;Sur
248;1249;1875.0;E;136.33;25/09/2023;90763824.0;venta directa;Oeste
249;1250;1280.0;D;134.63;30/01/2024;25338285.0;venta telefónica;Este
250;1251;2065.0;B;456.52;19/01/2024;99702791.0;venta telefónica;Oeste
251;1252;522.0;B;357.6;20/03/2021;93820700.0;venta telefónica;Oeste
252;1253;403.0;E;166.66;17/08/2024;11449999.0;online;Norte
253;1254;1799.0;E;388.15;11/07/2021;71400829.0;venta directa;Norte
254;1255;263.0;C;395.58;27/04/2023;34223140.0;online;Sur
255;1256;2166.0;A;97.83;09/05/2023;66557177.0;venta telefónica;Sur
256;1257;1446.0;C;385.41;15/12/2024;56279205.0;online;Oeste
257;1258;1764.0;E;189.55;15/12/2020;86240359.0;presencial;Norte
258;1259;860.0;A;366.38;14/02/2022;86435279.0;venta telefónica;Este
259;1260;1804.0;B;175.55;30/08/2023;40468431.0;venta directa;Oeste
260;1261;1119.0;E;63.77;21/02/2022;15518883.0;presencial;Sur
261;1262;715.0;E;183.69;06/01/2023;47414996.0;venta telefónica;Sur
262;1263;;D;342.87;01/10/2020;92129794.0;presencial;Este
263;1264;239.0;E;473.64;12/05/2023;56830850.0;venta directa;Sur
264;1265;1014.0;C;298.33;20/01/2021;88682238.0;online;Norte
265;1266;561.0;E;458.02;08/11/2024;75341851.0;online;Oeste
266;1267;;D;447.43;15/11/2023;51964830.0;venta directa;Oeste
267;1268;1435.0;A;457.91;09/10/2020;46618487.0;venta telefónica;Oeste
268;1269;116.0;D;354.36;13/05/2020;87201552.0;presencial;Oeste
269;1270;1121.0;B;275.77;26/08/2024;58032378.0;online;Norte
270;1271;1704.0;C;456.26;21/10/2024;13832883.0;presencial;Sur
271;1272;469.0;C;488.39;19/05/2021;86294612.0;presencial;Este
272;1273;2176.0;D;390.06;14/10/2022;29584976.0;presencial;Este
273;1274;1551.0;C;124.92;21/11/2022;72465989.0;venta directa;Este
274;1275;1775.0;A;343.69;07/10/2021;32447164.0;online;Norte
275;1276;2362.0;B;487.1;28/05/2020;24593230.0;venta directa;Oeste
276;1277;1756.0;E;314.89;23/11/2024;14357347.0;venta directa;Oeste
277;1278;667.0;C;251.89;22/12/2023;51773576.0;venta directa;Norte
278;1279;1830.0;E;65.74;17/01/2023;56801090.0;venta telefónica;Este
279;1280;2435.0;A;185.79;09/11/2023;83184173.0;presencial;Sur
280;1281;1507.0;B;316.44;22/01/2024;85181370.0;venta directa;Este
281;1282;2470.0;D;148.09;19/04/2021;87149780.0;online;Oeste
282;1283;676.0;C;463.02;30/08/2022;81363011.0;presencial;Norte
283;1284;477.0;C;168.54;07/06/2023;27264464.0;venta telefónica;Este
284;1285;1828.0;D;379.13;10/06/2023;70172509.0;venta directa;Oeste
285;1286;1387.0;D;60.01;19/04/2020;28012373.0;venta telefónica;Oeste
286;1287;1373.0;E;250.81;25/06/2023;80402063.0;presencial;Sur
287;1288;2219.0;E;477.09;10/01/2024;28513464.0;venta telefónica;Sur
288;1289;2353.0;D;478.49;28/05/2021;92801229.0;online;Oeste
289;1290;1848.0;E;306.52;07/01/2023;73855531.0;venta telefónica;Norte
290;1291;2484.0;C;432.8;22/01/2021;13739963.0;venta telefónica;Sur
291;1292;1810.0;A;86.67;07/05/2020;10680837.0;venta telefónica;Norte
292;1293;2250.0;B;273.76;02/08/2021;57882056.0;venta telefónica;Oeste
293;1294;1085.0;B;446.11;16/02/2023;10735407.0;venta directa;Norte
294;1295;1771.0;D;273.37;29/09/2021;82950574.0;venta directa;Sur
295;1296;834.0;B;473.26;03/08/2020;17373320.0;presencial;Oeste
296;1297;554.0;E;176.81;04/07/2021;58293947.0;venta telefónica;Este
297;1298;813.0;B;480.84;15/08/2022;82568300.0;presencial;Norte
298;1299;422.0;E;439.96;13/08/2020;84605744.0;presencial;Oeste
299;1300;965.0;A;493.77;04/12/2023;64685276.0;online;Este
300;1301;615.0;D;149.61;11/10/2022;88661385.0;venta directa;Sur
301;1302;1959.0;C;185.43;10/02/2020;13408419.0;venta telefónica;Norte
302;1303;1786.0;A;393.84;01/02/2023;72577376.0;venta directa;Norte
303;1304;271.0;E;271.56;04/12/2022;13976059.0;online;Norte
304;1305;1827.0;D;196.05;01/05/2022;70784691.0;venta directa;Este
305;1306;1447.0;C;207.08;30/07/2023;18662486.0;presencial;Oeste
306;1307;1132.0;E;224.23;21/09/2021;77774080.0;venta directa;Oeste
307;1308;490.0;A;374.3;10/06/2023;56600066.0;online;Oeste
308;1309;1449.0;E;223.11;11/07/2023;30830529.0;presencial;Norte
309;1310;;E;462.09;01/12/2024;46640861.0;venta telefónica;Oeste
310;1311;2264.0;B;123.36;23/02/2022;84401900.0;presencial;Sur
311;1312;1647.0;D;465.46;19/06/2020;72665033.0;presencial;Norte
312;1313;;E;60.53;21/03/2020;82542997.0;venta directa;Sur
313;1314;1559.0;A;320.38;01/08/2022;95831751.0;venta directa;Norte
314;1315;2459.0;C;157.84;27/06/2022;94817199.0;venta telefónica;Sur
315;1316;262.0;B;189.48;23/09/2022;79581646.0;venta telefónica;Este
316;1317;89.0;D;426.99;22/06/2022;39794982.0;venta telefónica;Sur
317;1318;1477.0;D;383.39;14/08/2021;44340544.0;venta telefónica;Sur
318;1319;890.0;B;122.65;06/06/2020;47233078.0;venta telefónica;Sur
319;1320;582.0;B;491.85;04/11/2024;93161157.0;venta telefónica;Este
320;1321;2005.0;C;105.24;26/01/2023;76418157.0;venta directa;Sur
321;1322;1300.0;D;210.03;13/12/2022;45953007.0;online;Este
322;1323;702.0;A;87.27;11/01/2020;57680818.0;presencial;Sur
323;1324;695.0;C;261.52;05/04/2020;52164542.0;online;Este
324;1325;2313.0;D;163.8;09/03/2022;78074804.0;presencial;Norte
325;1326;2256.0;A;203.2;21/01/2021;32256470.0;venta telefónica;Sur
326;1327;2220.0;D;280.74;10/04/2020;25528801.0;presencial;Norte
327;1328;200.0;D;233.4;18/07/2021;42191768.0;venta telefónica;Oeste
328;1329;2051.0;C;72.05;12/12/2023;83042006.0;presencial;Sur
329;1330;1000.0;B;187.7;20/05/2021;29711710.0;presencial;Norte
330;1331;587.0;C;223.61;13/03/2020;98369715.0;venta telefónica;Oeste
331;1332;1726.0;C;398.52;07/08/2022;45058793.0;venta telefónica;Sur
332;1333;820.0;C;223.49;29/08/2023;46763807.0;venta directa;Oeste
333;1334;2272.0;E;404.38;28/11/2021;93793650.0;presencial;Oeste
334;1335;212.0;C;58.1;18/11/2023;25487963.0;venta telefónica;Oeste
335;1336;222.0;E;354.42;19/11/2024;14882391.0;venta telefónica;Este
336;1337;2026.0;D;299.08;17/04/2024;51981410.0;presencial;Norte
337;1338;505.0;B;344.67;21/10/2024;67601685.0;venta telefónica;Sur
338;1339;770.0;D;229.22;18/02/2024;19992257.0;venta directa;Sur
339;1340;1164.0;D;88.66;08/10/2020;51927962.0;online;Norte
340;1341;2446.0;A;176.92;23/02/2021;34117068.0;venta telefónica;Oeste
341;1342;33.0;D;490.94;10/07/2020;39554075.0;venta directa;Este
342;1343;1984.0;A;209.73;25/04/2024;41030028.0;presencial;Norte
343;1344;1681.0;D;148.56;28/06/2023;87676775.0;venta telefónica;Norte
344;1345;589.0;B;417.91;25/07/2022;85795662.0;online;Norte
345;1346;1360.0;B;173.05;29/04/2021;39421474.0;presencial;Este
346;1347;2171.0;C;438.94;23/04/2020;11996679.0;venta directa;Norte
347;1348;1000.0;A;315.21;08/03/2020;76876905.0;venta directa;Este
348;1349;1044.0;C;464.86;31/01/2022;45251452.0;venta telefónica;Oeste
349;1350;1015.0;E;320.53;24/12/2021;61045500.0;presencial;Oeste
350;1351;2188.0;E;308.25;06/01/2021;11871813.0;venta telefónica;Norte
351;1352;1662.0;E;499.69;16/06/2020;23352356.0;presencial;Este
352;1353;258.0;B;235.57;22/02/2021;18556418.0;online;Oeste
353;1354;102.0;D;351.5;16/09/2021;46442786.0;presencial;Este
354;1355;2218.0;E;173.84;19/08/2023;35113070.0;venta telefónica;Este
355;1356;223.0;B;422.04;11/06/2020;16204243.0;online;Este
356;1357;1913.0;B;235.65;10/02/2023;41246255.0;online;Norte
357;1358;1958.0;A;355.83;27/06/2022;31293996.0;online;Oeste
358;1359;967.0;D;251.69;16/08/2024;95727868.0;presencial;Sur
359;1360;2156.0;C;156.07;17/06/2023;15711916.0;venta telefónica;Oeste
360;1361;2076.0;A;81.87;08/06/2020;95968196.0;presencial;Este
361;1362;1734.0;B;223.2;10/02/2022;26717875.0;venta telefónica;Sur
362;1363;274.0;C;71.12;26/01/2022;82646690.0;venta directa;Este
363;1364;1231.0;D;296.88;05/02/2021;13625483.0;presencial;Sur
364;1365;;C;252.51;13/11/2021;87784708.0;presencial;Este
365;1366;456.0;A;119.63;09/06/2023;98306525.0;presencial;Este
366;1367;130.0;E;387.78;11/05/2020;33496430.0;online;Oeste
367;1368;1170.0;D;68.59;10/12/2020;71545294.0;venta directa;Norte
368;1369;1972.0;C;55.75;17/02/2023;16602528.0;venta telefónica;Sur
369;1370;1162.0;B;240.32;14/10/2020;25903949.0;venta directa;Norte
370;1371;1498.0;C;127.98;06/01/2020;83712789.0;presencial;Norte
371;1372;1285.0;D;121.99;18/06/2022;80318307.0;venta telefónica;Oeste
372;1373;1090.0;C;172.19;28/12/2021;50504181.0;venta telefónica;Norte
373;1374;2339.0;E;339.44;23/05/2022;99585723.0;venta telefónica;Oeste
